,class,text,n_rt,mention,link,n_emoji,n_char,avg_wrd,emoji,retweet
13144,1,my sister is such a bitch,0,0,0,1,26,3.33,1,0
13145,1,my sister is such a bitch to me when she don t get her way,0,0,0,0,58,2.93,0,0
13146,1,my sister said my step mom is a cunt i love my sister,0,0,0,0,54,3.15,0,0
13147,2,my sister told me that i look like a bird while my past told me that i look like an alien,0,0,0,0,90,3.29,0,0
13148,1,my sisters bitching that she has school tomorrow like i don t fuck up hoe at least you aren t up studying right now,0,0,0,1,116,3.83,1,0
13149,1,my slap a bitch sense is coming,0,0,0,1,32,3.57,1,0
13150,2,my son is and still has issues tying his shoes because he s barefoot all the time in case you wanted to know my hillbilly status,0,0,0,0,129,3.96,0,0
13151,1,my stomach hurt like a bitch yoo,0,0,0,0,32,3.71,0,0
13152,1,my tail just said he dropped to pay off the last of his student loans and clams he is broke nigga u just dropped like its nothing,0,0,0,0,129,3.81,0,0
13153,1,my taste in music goes from love song to pop that pussy bitch in like seconds,0,0,0,0,78,3.88,0,0
13154,2,my teacher always says has a man ever abused his wife while using marijuana not unless she hides the oreo cookies then she deserves it,0,0,0,0,135,4.4,0,0
13155,1,my teacher called my mom cus i was eating in class fucking bitch,0,0,0,0,64,4.0,0,0
13156,1,my teacher talm bout she would make every senior go to da army fa bitch please meat ainnn doin uh damn thang,0,0,0,1,108,3.95,1,0
13157,1,my two main wiggas and i,0,1,0,0,25,3.17,0,0
13158,1,my walmart tee s count as designer these niggas hoes in designer clothes,1,1,0,1,73,4.62,1,1
13159,1,my whole goal is to fuck someone bitch and cause turmoil in a happy relationship,0,0,0,1,81,4.4,1,0
13160,1,my wigga ryan gosling knocked up eva mendes swag that man the fuck out,1,1,0,0,70,4.07,0,1
13161,1,my wigga,0,0,0,0,9,3.5,0,0
13162,1,my worse bitch looks better than your main bitch now that s bad right there lol,0,0,0,0,79,4.0,0,0
13163,1,mykel stay wit all the bad bitches,0,0,0,3,35,4.0,1,0
13164,1,n i m so tired of hearing he wouldn t do it for u ol bitch he wouldn t have too my people dont play on my end,0,0,0,0,109,2.93,0,0
13165,1,n dat bitch sound like a man if dats ya grandma fucc yu too,0,0,0,0,59,3.29,0,0
13166,1,n then the hoe sooooo ugly like bitch you ugly dog like dumb stupid ass ugly like,0,0,0,8,82,3.82,1,0
13167,1,n a hit the butta slide at the end of that bitch,0,0,0,1,49,3.08,1,0
13168,1,nba allstar weekend is an unofficial negro holiday,0,0,0,0,50,5.38,0,0
13169,2,nba handle your zebras,0,0,0,0,23,4.75,0,0
13170,2,nevermind i found them in the trash,0,0,0,0,36,4.14,0,0
13171,2,new nashville noise loves burgers honky tonks and grabs a pizza,0,1,0,0,64,4.82,0,0
13172,1,news flash when you pay taxes you are paying for everything you bitch about irs governmentaffairs obamacare,0,0,0,0,108,5.35,0,0
13173,1,news flash obama won the election and increase their numbers in congress stop with the bullshit already and compromise bitches,0,0,0,0,127,5.35,0,0
13174,2,nfc south is trash juice,0,0,0,0,24,4.0,0,0
13175,2,nj sole sole sauce get those soles icy again,0,0,0,0,45,4.0,0,0
13176,1,no you don t have haters people just don t like you get over yourself hoe,0,0,0,0,74,3.62,0,0
13177,2,nyc media last week lol look at the flyover peckerwoods freaking out nyc media now bring out your dead,0,0,0,0,103,4.42,0,0
13178,1,na nigguh i don t know how you rock,0,0,0,0,36,3.0,0,0
13179,1,nah really the man at bg breh nigga got random bitches at the bar coming up to me like i attend the university this is crazy,0,1,0,0,124,3.81,0,0
13180,2,nah electric fairy tale seems cool but i d rather buy some drugs with that money,0,0,0,0,80,4.06,0,0
13181,1,nah i definitely gotta find me a bitch to drive me around in my whip while i m drunk to this ty dolla ign tape b it s only right,0,0,0,0,128,3.3,0,0
13182,1,nah mimi a bitch,0,0,0,0,16,3.25,0,0
13183,1,nah bitch apples apples apples but bitch nawl cuz oranges oranges oranges bitch you dumb as fuck,0,0,0,0,97,4.71,0,0
13184,1,nah bitch you just ugly,0,0,0,0,23,3.8,0,0
13185,1,nah fuck bungie they ain t givng me nno drops stingy ass niggas you trash at destiny if you aint at least,1,1,0,0,106,3.82,0,1
13186,1,nah fuck em bitter heat bitches funny seeing heat and bulls fans get along lol,0,1,0,0,79,4.27,0,0
13187,1,nah if she wus freak an got smutted by multiple niggas you jis then cuffed up a hoe,0,0,0,0,84,3.67,0,0
13188,1,nah just yo hoe she just swung matter fact yu get hoes,1,1,0,1,55,3.58,1,1
13189,1,nah my nigga just tried to set me up with the ugliest bitch of all time at the club just now we officially ain t friends no more dawg wtf,0,0,0,0,137,3.6,0,0
13190,1,nah nicca wth are my cheese fries get me one bring it to the barber sshop at please,1,1,0,5,84,3.67,1,1
13191,1,nah nicca its to light to be my dark ass lol and i knowww thats your baby picture lol,1,1,0,0,85,3.53,0,1
13192,1,nah nicca you got gas rt blowing gas,0,1,0,8,37,3.62,1,0
13193,1,nah these hoes dms broke tho,0,0,0,0,28,3.83,0,0
13194,1,nah watch the hoes thats jus gettin fucked start tweetin bout make love,0,0,0,0,72,4.54,0,0
13195,1,nah we still up all the flat booty bitches asleep yet or nah,1,1,0,0,61,3.69,0,1
13196,2,nah its over people don t tell artists what do to that s defies the definition of what we are trying to show youpeople retards,0,0,0,0,127,4.08,0,0
13197,1,naked bitches give me bubble baths,0,0,0,0,34,4.83,0,0
13198,1,nannie bitch don t talk to that hoe with ha extra bs ass,0,1,0,8,57,3.38,1,0
13199,1,naomi campbell rihanna miley cyrus crazy bitches lol,0,0,0,0,52,5.62,0,0
13200,1,nappy chin hairs bitch i m mothafuckin q,0,0,0,0,41,4.12,0,0
13201,2,national review calls gay marriage lawlessness oregon tcot gop nom lol teabaggers,0,0,0,0,81,5.83,0,0
13202,1,naturally when a shitty leftist rag talks trash about another shitty leftist rag you better fall in line or you re out of the club crw,0,0,0,0,134,4.19,0,0
13203,2,nature s majesty is beautiful melts butter photo rare blue colored red king crab caught in alaska waters,1,1,0,0,105,4.83,0,1
13204,1,naughty mature av model has her sweet pussy spread by a huge dick,0,0,0,0,66,4.08,0,0
13205,1,naw i m just playin i only fucked with bad bitches,0,0,0,0,50,3.64,0,0
13206,0,naw am i the only one mad that espn gonna be talking about faggot ass penn state all week,1,1,0,0,90,3.74,0,1
13207,1,naw bitch i ain t meek mills,0,0,0,0,29,3.14,0,0
13208,1,naw bitch you goin against a monster lol lyrical maniac,0,0,0,0,55,4.6,0,0
13209,1,naw she not a hoe she just a freeky girl,0,0,0,0,40,3.1,0,0
13210,1,nawwww if you a hoe you sittin on the floor and not my damn couuuuuch,0,0,0,1,70,3.67,1,0
13211,1,nd these hoes all kno i m workin wit a i ain t talking bout a gun i m talking feel it in ya spine,0,0,0,0,97,2.92,0,0
13212,1,nd y all thought bitches knew how to accessorize,0,0,0,0,49,4.44,0,0
13213,0,need a bitch to drop it down for a niggah,0,0,0,0,41,3.2,0,0
13214,1,need some hispanic pussy,0,0,0,0,24,5.25,0,0
13215,1,nelly got all the hoes singin lol,0,0,0,0,33,3.86,0,0
13216,1,neva trust a bitch,0,0,0,0,18,3.75,0,0
13217,1,never again will i put so much into a relationship unless the bitch actually puts more effort into it than me,0,0,0,0,110,4.24,0,0
13218,1,never argue with a bitch that s at the bottom of the food chain,0,0,0,1,64,3.57,1,0
13219,1,never been a bitch,0,0,0,0,19,3.75,0,0
13220,1,never bring these hoes to my house cause these bitches talk,0,0,0,0,59,4.45,0,0
13221,1,never did like that bitch,0,0,0,0,25,4.2,0,0
13222,1,never gas hoes but i do take they ass home,0,0,0,0,42,3.3,0,0
13223,1,never give a bitch the impression that u need them,0,0,0,0,50,4.1,0,0
13224,1,never give the next bitch an opportunity to prosper off of your name,0,0,0,0,69,4.31,0,0
13225,1,never go full retard,0,0,0,0,21,4.25,0,0
13226,1,never keep leeches in your life if bitches take more than they give it s time to cut them off,0,0,0,0,93,3.7,0,0
13227,1,never leave your trust in a bitch,0,0,0,0,34,3.86,0,0
13228,1,never let a boy make you feel like you re anything less than a bad bitch,0,0,0,0,72,3.56,0,0
13229,1,never let them hoes get in between of what we started,0,0,0,0,53,3.91,0,0
13230,1,never lettin dat nigguh used twitter in my phone again,0,0,0,0,54,4.5,0,0
13231,1,never messed with a hoe that went to jail unless i didn t know her last name,0,0,0,0,76,3.53,0,0
13232,1,never put nothin pass these hoes cause all of these hoes straight ratchet,0,0,0,0,73,4.69,0,0
13233,1,never seen a pussy he didn t like,0,0,0,0,34,3.25,0,0
13234,2,never seen a tinted yellow tongue before she just ate a lemon jolly rancher,0,0,0,0,76,4.43,0,0
13235,2,never seen purple bird poop until today lol,0,0,0,0,44,4.5,0,0
13236,1,never seen yo bitch but i bet i could fuck her on the first day,0,0,0,0,63,3.27,0,0
13237,1,never take a bitch where you stay never keep work where you lay,0,0,0,0,63,3.92,0,0
13238,1,never tell a bitch that i love her,0,0,0,0,34,3.38,0,0
13239,1,never tell a bitch what u up to,0,0,0,0,32,3.0,0,0
13240,1,never that serious thought you was finna cruise with a new bitch,1,1,0,3,65,4.42,1,1
13241,1,never trust a bitch cause these bitches fuckin anyone say you know a faithful bitch where she at i gotta get me one,0,0,0,0,115,4.04,0,0
13242,1,never trust a bitch you took from a nigga,0,0,0,1,42,3.67,1,0
13243,1,never trust a nicca who volunteers another man info,0,0,0,0,52,4.78,0,0
13244,2,never turned my back on the birds,0,0,0,0,33,3.86,0,0
13245,1,never will we be an item psycho bitch,0,0,0,0,38,3.75,0,0
13246,1,neverrr play me for stupid because i m far from it you bitches might be stupid but not me,0,0,0,1,90,3.74,1,0
13247,2,new jersey should be yellow with a green chevron stripe like charlie brown s jersey,0,1,0,0,83,4.6,0,0
13248,1,new avi bitches be weak,0,0,0,0,23,3.8,0,0
13249,1,new bitch already and it s the second episode,0,0,0,0,46,4.11,0,0
13250,1,new boss said my buttons on my shirt can t be white so i colored them hoes with a sharpie glossy,0,0,0,1,96,3.62,1,0
13251,1,new pussy ain t always better,0,0,0,0,29,4.0,0,0
13252,2,new show announced in lutsen mn at papa charlies on december rtistdata com a,0,0,1,0,77,4.5,0,0
13253,2,new show announced in lutsen mn at papa charlies on january rtistdata com a,0,0,1,0,76,4.43,0,0
13254,1,new song coming out ray rice that hoe,0,0,0,0,38,3.75,0,0
13255,1,new strategy to get bitches be bruno mars,0,0,0,0,41,4.25,0,0
13256,2,new test makes your poop neon colored if you have colon cancer,0,0,0,0,63,4.25,0,0
13257,1,new years ever get at me bitch loaded gfu,0,0,0,1,42,3.67,1,0
13258,1,next sunday faggot,0,1,0,0,19,5.33,0,0
13259,1,next bitch i fuck i m goin to her spot lol,0,0,0,0,42,2.91,0,0
13260,0,next time u gone call a darky a nicca call dat coon a jungle bunny boondocks p s i,0,0,0,0,83,3.37,0,0
13261,2,next time you leave magic trash in my jacket try not to have your initials written on them,0,1,0,0,91,4.06,0,0
13262,1,nicca in my dm talkn bout follow his instagram lame nicca i now no longer follow you on twitter wheretheydothatat,0,0,0,0,113,4.7,0,0
13263,1,nicca n dis bitch playin games on his phone,0,0,0,0,43,3.89,0,0
13264,1,niccas be gassing hoes they never gone pop smh prolly never gone meet her wastedenergy,0,0,0,0,86,4.8,0,0
13265,1,niccas be hating on my nicca jeezy realtalk,0,0,0,0,43,4.5,0,0
13266,1,niccas be walking flats to catch a nicca they kno in the club,0,0,0,0,61,3.77,0,0
13267,1,niccas been deerin me err weekend but i bet i hit dat a dolo dis weekend if niccas playin,0,0,0,0,90,3.74,0,0
13268,1,niccas catchin dem theft under charges out here shit ugly i guess niccas tryn get it fa da holidays,0,0,0,5,100,4.26,1,0
13269,1,niccas get a few dollars and start playing these roles tryna shit on yo niccas instead of playing these hoes,0,0,0,2,109,4.45,1,0
13270,1,niccas use to be like you always tryn pull a finesse duh nicca i need mine,0,0,0,0,74,3.69,0,0
13271,1,nice base running again by the fucking ponderous,0,1,0,0,49,5.12,0,0
13272,2,nicholas rushlow wearing lucky yellow shirt nails theophylline bitter crystalline compound extracted from tea leaves spellingbee,0,0,0,0,128,7.06,0,0
13273,1,nick cannon movie a year old bitch in texas was pretending to be and went to high school months,0,1,0,0,96,4.05,0,0
13274,1,nicki gottem mad as fuck tho however credit due to cassidy for the response he didn t diss nicki but killed you lookin ass bitches,0,0,0,0,130,4.24,0,0
13275,1,nicki said fuck those skinny bitches uh oh,0,0,0,0,42,4.38,0,0
13276,1,nigga i fire this nina like it s the first day in the job and the bitch over slept,0,0,0,0,83,3.37,0,0
13277,1,nigga i got pill poppin bitches in the backkkk of the cherokee,0,0,0,0,62,4.25,0,0
13278,1,nigga tyrese on walking dead is a bitch smh,0,0,0,0,43,3.89,0,0
13279,1,nigga a dyke melo garbage ass just now hitting,2,1,0,0,47,4.22,0,1
13280,1,nigga be a straight gentleman then he speaks bitch comes with that funky ass attitude then the gentleman shit goes out the window,0,0,0,0,130,4.65,0,0
13281,1,nigga ended up going juco messing with them hoes and then signed a the smallest of s moral of the story take what u can get,0,0,0,0,123,3.77,0,0
13282,1,nigga fuck hoe ion want fuck yo hoe she a fat chick she bad built,0,0,0,1,66,3.4,1,0
13283,1,nigga fuck up ain t none of that shit goin down with yo niggas you niggas think you feeling bitch my niggas you,1,1,0,2,111,3.87,1,1
13284,1,nigga getcho bitch treat her how she wanna be treated but i ain t triccin,0,0,0,1,74,3.93,1,0
13285,1,nigga gone have to get a room like a bitch,0,0,0,0,42,3.3,0,0
13286,1,nigga got lean pong i know niggas be outta there in that hoe,0,0,0,0,60,3.69,0,0
13287,1,nigga gotta find them hoes quick,0,0,0,0,32,4.5,0,0
13288,1,nigga hungry then a bitch too,0,0,0,0,29,4.0,0,0
13289,1,nigga i wus graduating if you wasn t in the grade in you a hoe,1,1,0,0,62,3.2,0,1
13290,1,nigga ill take ya main hoe make her call her home girl and make em share the same dick,0,0,0,0,86,3.58,0,0
13291,0,nigga just had them crackers on a chase,0,0,0,0,40,4.0,0,0
13292,1,nigga payback s a bitch,0,0,0,0,24,3.8,0,0
13293,1,nigga pee wee is a bitch,0,0,0,0,24,3.17,0,0
13294,1,nigga retweets the most trash shit,0,0,0,0,34,4.83,0,0
13295,1,nigga said dates is pussy installment plans so is that why you gotta keep saying her when you get it cuz it s never truly yours,0,0,0,0,128,3.92,0,0
13296,1,nigga was sweating like a guilty preacher in that bitch,0,0,0,0,55,4.6,0,0
13297,1,nigga you a pussy hope you got lives,0,0,0,0,37,3.62,0,0
13298,1,nigga you is a fool i feel like eatin nd beatin a pussy up,0,1,0,2,59,3.21,1,0
13299,1,nigga you made it nigga we made it best rider that goes to a blaxican,1,1,0,2,70,3.67,1,1
13300,1,nigga yu bitch made,0,0,0,2,20,4.0,1,0
13301,1,nigga this bitch is scaring me pass me the blunt,0,0,0,2,49,3.9,1,0
13302,1,nigga lol idk elway trying to snatch everybody come on redskins shitttt go sign revis idk what he want lls,1,1,0,0,106,4.35,0,1
13303,0,niggah niggah niggah don t believe me just wacthh,0,0,0,0,50,4.56,0,0
13304,1,niggahs actin like they pimps but they pay the bitch,0,0,0,4,53,4.3,1,0
13305,1,niggahs need to keep there bitches in check,0,0,0,0,44,4.5,0,0
13306,1,niggahs watch who you fucking just to hate on your bitches,0,0,0,0,58,4.36,0,0
13307,1,niggas a buy a outfit to impress a bitch,0,0,0,0,40,3.56,0,0
13308,0,niggas actin like hoes most of em bitches,0,0,0,0,41,4.25,0,0
13309,1,niggas ain t loyal gott bitches stiffer than you,0,0,0,0,48,4.44,0,0
13310,1,niggas aint worried bout other niggas messin wit dey hoes niggas worried boit hoes messin wit dey hoes,0,0,0,0,102,4.72,0,0
13311,1,niggas already acting like bitches so why not get a real bitch right hell if you gone act like a pussy i rather just have one shit,0,0,0,0,131,3.85,0,0
13312,1,niggas are funny karma is a bitch good morning,0,0,0,0,47,4.22,0,0
13313,0,niggas are so fucking gay and they try to cancel it out by saying nah were bros it s cool nahhhhhaahahahaha you a faggot bruh,0,0,0,0,125,4.04,0,0
13314,1,niggas at the march looking for hoes they out there too i m sure of it,0,0,0,0,70,3.44,0,0
13315,1,niggas be bitches hoes be bitches ion see no difference,0,0,0,0,55,4.6,0,0
13316,1,niggas be frontin for some pussy they ain t wit me,0,0,0,0,51,3.64,0,0
13317,1,niggas be having loyal pussy on call and still be thirsty as fuck like bro go fuck your woman get some of them hormones out lol,0,0,0,0,127,3.92,0,0
13318,1,niggas be impregnating the most basic of bitches no job don t know how to drive a car no money no house n wonder why they miserable,0,0,0,0,131,3.89,0,0
13319,0,niggas be in they feelings when they find out their hoe fuckin another nigga stopsavinthesehoes,0,0,0,0,95,5.4,0,0
13320,1,niggas be like when they see they side bitch cashin another nigga hello mutha fucka,0,1,0,0,84,4.6,0,0
13321,1,niggas be pressed for pussy it aint nothing,0,0,0,0,44,4.5,0,0
13322,1,niggas be so dehydrated if i wanted my pussy ate everyday for the rest of this year it would happen,0,0,0,0,99,4.0,0,0
13323,1,niggas be tryna fuck the next nigga bitch not knowing their bitch the next nigga bitch,0,0,0,0,86,4.44,0,0
13324,1,niggas be wanting bitches with money but be broke as dirt,0,0,0,6,58,4.27,1,0
13325,1,niggas cant stand me cuz they bitches be feelin a nigga get mad at yo so called girl,0,0,0,0,85,3.72,0,0
13326,1,niggas cheat on they bitch and don t expect no pay back whatsoever yall just as naive as these bitches,0,0,0,0,103,4.15,0,0
13327,1,niggas cry when they get hit high and cry when they get hit low nfl full of pussies now,0,0,0,0,87,3.63,0,0
13328,0,niggas deserve better bitches,0,0,0,0,29,6.5,0,0
13329,1,niggas excited by these bitches them the weird boys,0,0,0,0,51,4.78,0,0
13330,1,niggas fall in love with an evil bitch and turn they back on they friends its cool tho,0,0,0,0,87,3.83,0,0
13331,1,niggas get pussy in the friend zone,0,0,0,0,35,4.14,0,0
13332,1,niggas go crazy over bitches now a days like calm yo happy ass down,0,0,0,1,67,3.86,1,0
13333,1,niggas gossip like hoes man i ain t wid that shit,0,0,0,0,49,3.55,0,0
13334,1,niggas hate me cuz they know im a threat to them they bitches,0,0,0,0,61,3.77,0,0
13335,1,niggas is bitches,0,0,0,0,17,5.0,0,0
13336,1,niggas is hoes onhere and in real life too,0,0,0,0,43,3.78,0,0
13337,1,niggas is pure suckas if you got a problem with ya mans address that shit discuss it squash it only bitches hold grudges,0,0,0,0,121,4.26,0,0
13338,1,niggas is straight hoes bruh i ma stop fuckin with em,0,0,0,0,53,3.91,0,0
13339,1,niggas killin the same nigga s they grew up with these bitches fuckin the same nigga s they homegirl was inlove with,0,0,0,0,117,4.32,0,0
13340,1,niggas needa stop wearing mk that s for bitches lol,0,0,0,0,51,4.2,0,0
13341,1,niggas only get fucked up only on weekends and i get fucked up daily bitch i still do it bigger not on my level,0,0,0,0,111,3.67,0,0
13342,1,niggas put on wigs and act like bitches for retweets that shit fu,0,0,0,1,65,4.08,1,0
13343,1,niggas really be dickin over these hoes ona gram thats the reason they got the big head now,0,0,0,0,92,4.11,0,0
13344,1,niggas retarded lol,0,0,0,0,19,5.67,0,0
13345,1,niggas see you wit da yellow dey wanna hit you up,0,0,0,1,50,3.55,1,0
13346,0,niggas sleepin with bitches grandmas lmfao maury fake af,0,0,0,0,56,5.33,0,0
13347,1,niggas sooooo pussy i swear i don t talk i m all action,0,0,0,0,55,3.31,0,0
13348,1,niggas spend just to look good for a bitch they wouldn t even buy cent burger for,0,0,0,0,81,3.82,0,0
13349,1,niggas swear they don t trust these hoes but be fucking raw smh,0,0,0,2,63,3.92,1,0
13350,1,niggas talk more than bitches these days,0,0,0,0,40,4.86,0,0
13351,1,niggas talk more then bitches these days,0,0,0,0,40,4.86,0,0
13352,1,niggas talking bout these hoes ain t loyal but they been to different barbers,0,0,0,0,78,4.57,0,0
13353,1,niggas that eat mussels eat pussy too facts,0,0,0,0,43,4.5,0,0
13354,1,niggas trash af,0,0,0,0,15,4.33,0,0
13355,0,niggas wear wigs more than bitches these days,0,0,0,0,46,4.75,0,0
13356,1,niggas who stand in line for jays mad at me now ehh fuck you i pull hoes nd stunt without em on,0,0,0,0,95,3.36,0,0
13357,1,niggas who talk about pussy the most get the least what a shine box glittery pussy,1,1,0,0,83,4.19,0,1
13358,1,niggas wifing hoes ugly bitches i get on facebook just to remind myself i m doing fine,0,0,0,4,86,4.12,1,0
13359,1,niggas will call a female a hoe or thot then mins later go to and thirst over a porn star,0,0,0,0,89,3.5,0,0
13360,1,niggas with bitch tendencies,0,0,0,0,29,6.25,0,0
13361,1,niggas wonder why bitches be on that fucc a nigga shit cuz these niggas be on that she just another bitch shit,0,0,0,1,111,4.05,1,0
13362,0,niggas bitches cheat cause mf s always think they gettin played,0,0,0,0,63,4.82,0,0
13363,1,niggaz been making trash lately well not everybody but some lol,0,0,0,0,63,4.82,0,0
13364,1,niggaz irrational these days quick to jump bad bout a bitch,0,0,0,0,60,4.45,0,0
13365,1,niggaz retweet bitch ass niggaz but won t retweet a real nigga,0,0,0,0,62,4.25,0,0
13366,1,night bitches,0,0,0,0,14,6.0,0,0
13367,1,night niggers,0,0,0,0,13,6.0,0,0
13368,2,nike dc is trash,0,0,0,0,17,3.25,0,0
13369,1,nikki minaj is proof that natural is better minimal is best some of y all hoes be overdoing it,0,0,0,0,94,4.0,0,0
13370,1,nikko a gay bitch,0,0,0,0,17,3.5,0,0
13371,1,nile i m really sad that i don t have enough friends to ever be called a pack of niggers with that s my fuckin dream,1,1,0,0,116,3.5,0,1
13372,1,nino brown oh das me nino brown on yall hoes,1,1,0,0,45,3.5,0,1
13373,1,nippin these clarke motel bitches they get free pizza every day and don t tip shit also never give us any business game is over,0,0,0,0,128,4.12,0,0
13374,2,nipple banana monkey,0,0,0,0,21,6.0,0,0
13375,1,no i don t love these hoes and fuck these niggas fuckem,0,0,0,0,55,3.67,0,0
13376,1,no bitch i don t have anything to hide i just don t like people looking through my phone,0,0,0,0,89,3.68,0,0
13377,1,no bitch you slut chill,1,1,0,0,23,3.8,0,1
13378,2,no cuz redskins are dumpster juice game of the week still the best rivalry in sports,1,1,0,0,84,4.31,0,1
13379,1,no face no trace pussy boys snatch,0,0,0,0,34,4.0,0,0
13380,1,no fucks given about the nfl draft it s baseball season bitch,0,0,0,0,61,4.17,0,0
13381,2,no girls no hoes just me myself and i,0,0,0,0,37,3.22,0,0
13382,0,no half breed spic has any right to say anything to any anglo ever and should be killed for doing so,0,0,0,0,101,3.81,0,0
13383,1,no hoe shit tho i was bout to say perro got butt naked bitches doing dishes,0,0,0,0,75,3.75,0,0
13384,1,no i dont own the pussy i just sample it,0,0,0,0,41,3.1,0,0
13385,1,no less than bad bitches in my bed at a time,0,0,0,0,45,3.09,0,0
13386,1,no matter how hard you try to be rude mf s they keep talking to you like bitch do i know you,0,0,0,0,92,3.23,0,0
13387,1,no more snapchat selfies no more instagram selfies no more nothing i will not be a bad bitch a week man what am i going to do,0,0,0,2,126,3.67,1,0
13388,1,no more hoes n oz,0,0,0,0,17,2.6,0,0
13389,2,no more speculation no more mock drafts it s finally draft day bortleskombat stormwarning builtbyucf chargeon,0,0,0,0,109,5.88,0,0
13390,1,no need to tweet these bitches know my status,0,0,0,0,45,4.11,0,0
13391,1,no nigga a leave a chick with some good pussy unless he just paper chasin,0,0,0,0,73,3.93,0,0
13392,1,no officer i wasn t drunk driving i was swerving on them hoes,0,0,0,0,62,3.77,0,0
13393,1,no one can take your woman they can only take your hoe,0,0,0,0,55,3.58,0,0
13394,0,no one goes into psychiatry to help people those people are all immoral everyone who works in that field is pure trash,0,0,0,0,119,4.41,0,0
13395,2,no one has even eaten a twinkie in like decades,0,0,0,0,48,3.8,0,0
13396,1,no one understands how much it pisses me off when people use the word retard,0,0,0,0,77,4.13,0,0
13397,0,no police department that hires gypsies half breeds and nigglets should be trusted,0,0,0,0,83,5.38,0,0
13398,1,no saving hoes,0,0,0,0,14,4.0,0,0
13399,1,no sex bitch i only want the neck bitch,0,0,0,0,39,3.44,0,0
13400,1,no skimp shit here bitch,0,0,0,0,24,4.0,0,0
13401,1,no sleep sleep is for pussies,0,0,0,0,30,4.0,0,0
13402,1,no summer school eat a dick school im done with your bitch ass,0,0,0,65,63,3.85,1,0
13403,1,no thanks lady you look like you just got off the white trash train i d rather not catch a disease kthxbai,0,0,0,0,106,3.86,0,0
13404,0,no these are only whites pies well do you have any negro pies,0,0,0,0,62,3.77,0,0
13405,1,no this bitch did not yell down the steps to tell me don t eat her damn chicken tf,0,1,0,2,82,3.37,1,0
13406,1,no this little hood bitch did not just try to take me to task for joking with my niece about not being a lesbian ch,0,0,0,0,116,3.64,0,0
13407,1,no time for bitch niggas,0,0,0,0,25,4.0,0,0
13408,1,no time for chasing after someone is like turning up off wine coolers you look like a bitch when you really think about it lol,0,0,0,0,126,4.08,0,0
13409,1,no way all u niggers are employees of the month,0,0,0,0,47,3.8,0,0
13410,1,no wealth doesn t insulate from being called nigger but still does improve empirical quality of life outcomes phenomenally,0,1,0,0,123,5.47,0,0
13411,1,no wonder these ppl that call themselves niggas thugs able to convince their hoes false ideas about men like me in our intellectual dress,0,0,0,0,137,4.75,0,0
13412,1,no a dog like that needs bitches and he ain t ever gonna get bitches with that on him,0,0,0,2,86,3.53,1,0
13413,0,no its wrong to try to change faggots there is no therapy so tcot should understand and sympathize like they are retards,0,0,0,0,121,4.5,0,0
13414,1,no she s gonna sit tf down text her hoes she s not gonna care about what you re doing,0,0,0,0,86,3.3,0,0
13415,2,noap not taking them maca root pills making my vagina do the wop,1,1,0,0,64,4.0,0,1
13416,1,nobody cares you fucking fag damn you bring bitches water even though youre thirsty as fuck fucknigga,0,0,0,3,101,5.0,1,0
13417,1,nobody ever got famous by being a whiny bitch either change the things that make you unhappy or be a whining turd farmer,0,0,0,0,121,4.26,0,0
13418,2,nobody gives me a trophy cause i m old and colored favstartweets,0,0,0,0,65,4.42,0,0
13419,1,nobody is going to say anything about how unloyal sterling s side bitch is,0,0,0,0,75,4.36,0,0
13420,1,nobody on planet earth more protective than bull dykes,0,0,0,0,54,5.11,0,0
13421,1,nobody should ever have sex with a dirty dick or pussy that says a lot about you if you fuck em knowing they smell like chitlings,0,0,0,0,129,4.0,0,0
13422,1,nobody wit me im on all alone shit so dont think im actin funny when im in my zone bitch,0,0,0,0,88,3.45,0,0
13423,1,none of my bitches can stay over,0,0,0,0,32,3.71,0,0
13424,0,none of us went to these prestigious establishments so we re clearly not as superior as these fucking retards,0,0,0,0,110,4.79,0,0
13425,1,nooo not sailor moon and squad in the club w all my bitches lookin good,0,0,0,0,72,3.8,0,0
13426,2,nope it s just yellow otl,0,0,0,0,25,3.33,0,0
13427,1,norbit mad as a bitch lmfaooooooo,0,0,0,2,34,4.67,1,0
13428,2,norwalk ghetto af lol all of a sudden everyone a dodger and raider fan,0,0,0,0,70,4.07,0,0
13429,2,nose goes on taking out the trash this time,0,1,0,1,44,3.89,1,0
13430,1,not us bitches,0,0,0,5,15,4.0,1,0
13431,1,not bit of courtesy from any of these bainbridge isl ferry riders fuck em next time i think s gonna break down paybacks a bitch,0,0,0,0,127,4.12,0,0
13432,1,not all females constantly tweet about their boyfriends but i wish death on the ones that do tired of you and him bitch,0,0,0,0,119,4.22,0,0
13433,0,not all straight men i am frustrated unlike on okcupid queer folks don t have the ability to block,0,0,0,0,99,4.21,0,0
13434,1,not a cloud in sight too pretty to ho to work iwanttoplay,0,0,0,0,57,3.83,0,0
13435,1,not a fan of her guess im the minority rt beyonc ratchet ass is trash you re the anti christ kfromtheg,1,1,0,0,102,3.9,0,1
13436,1,not a neanudda bitch,0,1,0,0,21,4.25,0,0
13437,2,not a word on jihadi stream about the kurdish female suicide bomber in kobane that story undermines their mythology on several levels,0,0,0,0,134,5.09,0,0
13438,1,not about to play these games with this bitch,0,0,0,0,45,4.11,0,0
13439,2,not allowed to play flappy bird around grandma because she swears at me to stop swearing lol,0,0,0,0,92,4.47,0,0
